mlbAM_ID,Year,player_name,FF_pfx_z_diff,FF_pfx_x_SL_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_SL_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_SL_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_SL_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_SL_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_SL_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_SL_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_SL_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_SL_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_SL_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
669211,2022,"Akin, Keegan",1.6871752055660973,1.0972074636306135,1.419168247944339,2.0091359898798227,11.216413662239091,19.966666666666697,0.21890069576217552,0.2655964579380141,0.5606523378582202,-0.5460369532428355,0.22407616892911014,-0.23869155354449484,3.483710407239812,236.62820512820508,0.04980392156862745,0.008966817496228963,0.8821703853955376,1.4921703853955375,1.814131169709263,1.204131169709263,0.6436105476673362,381.0689655172416,0.0540567951318458,0.043056118999324156,,,,,,,,,,,,,,,,
660896,2022,"Alcala, Jorge",1.1183271843271843,-0.9214611754611755,0.9083260403260403,1.1314623194623195,8.4015301015301,17.829039812646442,0.22122608322608306,0.06923409123409119,,,,,,,,,0.4715150150150151,-1.7401516516516518,1.7270165165165166,0.4846501501501502,0.5889639639639626,77.78142076502718,0.11873423423423413,0.21118918918918972,0.6754594594594594,-1.4705405405405405,1.4574054054054053,0.6885945945945946,7.0972972972973025,198.91475409836085,0.10843243243243261,0.0028108108108106933,,,,,,,,
645261,2022,"Alcantara, Sandy",1.0823087203474775,-0.9896424991647177,1.0072452388907451,1.06470598062145,9.536000668225853,79.74198128967555,0.04081774139659178,0.03645339124624147,0.5280111139829413,0.3178379426208323,0.3002352028948049,-0.5456138537089688,5.290023261824771,4.862367536831243,0.15771258723184323,0.08270741793745096,0.14547945205479457,-1.5643734891216763,1.5819762288477035,0.12787671232876716,2.765914585012098,416.74556809024966,0.12282634971796957,0.10731063658340023,0.4918214433967858,-1.6086547470794046,1.6262574868054318,0.47421870367075836,8.885726146000124,26.80356401589279,0.030637490363517816,0.03135889224930288,,,,,,,,
641302,2022,"Alexander, Tyler",1.3033611641221374,0.7115291030534352,1.061763478053435,1.6535955391221373,7.953786975190837,163.3376201923079,0.07378876431297732,0.01461772423664165,0.0015625000000000083,-0.4040625,0.053828125000000004,0.34867187499999996,0.8679687500000028,25.1953125,0.05960937500000041,0.07585937500000028,0.5586129385964913,1.156858552631579,1.507092927631579,0.9088473135964912,1.8548382675438546,829.4143390486727,0.08158305921052644,0.0034827302631574852,1.125092672413793,1.2386099137931035,1.5888442887931034,1.475327047413793,8.00961745689655,211.3315193965518,0.15438523706896579,0.030675107758620257,0.6172556818181818,-0.23574431818181818,0.1144900568181818,0.9674900568181819,3.3147585227272742,49.66349431818162,0.13520028409090967,0.10027698863636303
622075,2022,"Almonte, Yency",1.0337454545454545,-0.5773909090909091,1.067290909090909,0.5438454545454545,10.40734090909092,194.11159090909086,0.02690454545454557,0.03247272727272765,,,,,,,,,0.5398136363636363,-1.0758227272727272,1.5657227272727272,0.04991363636363638,3.52563636363638,527.1263636363635,0.2204136363636362,0.1719954545454545,0.8281166666666666,-1.42655,1.91645,0.3382166666666666,10.38866666666668,332.0899999999999,0.22738333333333327,0.07011666666666727,,,,,,,,
640470,2022,"Alzolay, Adbert",1.1463682219419922,-0.970517023959647,1.4851324085750317,0.6317528373266076,9.30498108448927,433.0469448584199,0.03288146279949555,0.021860025220680868,0.36305288461538465,0.7433533653846154,0.2287379807692307,-0.8776682692307692,4.3259615384615415,41.34749362786761,0.019254807692307585,0.05024038461538449,0.5673200992555831,-1.4384863523573204,1.9531017369727048,0.052704714640198436,0.027171215880898103,1137.8885630498532,0.20182382133995058,0.14441687344913134,0.7473846153846153,-1.5256153846153846,2.040230769230769,0.23276923076923073,9.716538461538448,530.7897727272725,0.010567307692307626,0.018759615384615458,,,,,,,,
474463,2022,"Anderson, Brett",1.8089984939759036,1.2214984939759037,0.949691265060241,1.537191265060241,7.972740963855429,319.0338855421687,0.14828313253012038,0.14332831325301143,0.5952341009608053,-0.08434802501143823,0.3561552539271008,-0.8670413298764679,6.141024858929384,22.24538660972985,0.001605917340246954,0.34090742717706224,1.267817938420348,1.6473734939759037,1.3755662650602412,0.9960107095046854,0.49301874163319326,829.2963855421688,0.2027168674698796,0.27935609103078907,1.4131111988939362,1.721275133320166,1.4494679044045033,1.1413039699782737,7.484175390084928,503.1455658700377,0.13044637566660078,0.18474224767924063,1.4278678759983756,0.6069689995938811,0.3351617706782185,1.1560606470827128,5.045634222282388,257.8941383511574,0.05095844050358744,0.07435359415188803
622088,2022,"Antone, Tejay",,,,,,,,,0.7731206140350877,1.4566688596491228,0.7555855263157895,-1.4742039473684212,3.363442982456135,282.65307017543864,0.12566008771929837,0.23168859649122808,0.34045833333333336,-1.4895416666666668,2.1906250000000003,-0.3606250000000001,4.695654761904748,700.4130952380954,0.08972023809523799,0.1549880952380951,1.0746983333333333,-0.8451416666666667,1.5462250000000002,0.3736149999999999,11.831883333333337,78.62966666666671,0.2573316666666665,0.2705833333333336,,,,,,,,
453562,2022,"Arrieta, Jake",0.5828402366863904,-1.1371597633136095,0.8611242603550295,0.8588757396449703,3.1516765285996087,46.19642857142844,0.19090729783037474,0.16834319526627173,1.3737635368985153,0.44359495366752266,0.7196304566261026,-1.0977280339399353,6.981656804733731,448.70586253369265,0.105309813553645,0.1183431952662728,0.6952242794426418,-1.9551436342813515,1.6791081313227716,-0.41918877648406183,1.5034309982821128,508.55357142857156,0.060651841954571406,0.023592288604695533,0.15207707879165366,-1.918607131734662,1.642571628776082,0.4281125817502336,3.2388695110557535,107.05091185410356,0.21020554344441011,0.14321161631890345,,,,,,,,
453268,2022,"Bard, Daniel",0.8354672727272727,-0.7849872727272726,1.1996272727272728,0.4208272727272727,9.481113636363645,103.20000000000027,0.1322790909090905,0.29477863636363644,,,,,,,,,0.21681882352941176,-1.4485835294117646,1.8632235294117645,-0.6314588235294117,2.1073725490196153,689.2627450980394,0.25413960784313705,0.5506086274509796,0.4398553846153846,-1.3851446153846154,1.7997846153846153,0.02521538461538464,9.152923076923074,282.8038461538463,0.22011999999999965,0.43807846153846075,,,,,,,,
