mlbAM_ID,Year,player_name,FF_pfx_z_diff,FF_pfx_x_CU_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_CU_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_CU_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_CU_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_CU_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_CU_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_CU_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_CU_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_CU_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_CU_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
669211,2022,"Akin, Keegan",2.2478275434243176,1.6578598014888337,1.6432444168734492,2.233212158808933,14.700124069478903,216.66153846153838,0.16909677419354807,0.2745632754342431,0.5606523378582202,0.23869155354449484,0.22407616892911014,0.5460369532428355,3.483710407239812,236.62820512820508,0.04980392156862745,0.008966817496228963,1.4428227232537578,2.0528227232537577,2.0382073386383732,1.4282073386383731,4.127320954907148,617.6971706454467,0.004252873563218351,0.03408930150309519,,,,,,,,,,,,,,,,
645261,2022,"Alcantara, Sandy",1.6103198343304186,-0.4616313851817764,1.30748044178555,0.7644707777266451,14.826023930050624,84.6043488265068,0.11689484583525145,0.04625402669120948,0.5280111139829413,0.5456138537089688,0.3002352028948049,-0.3178379426208323,5.290023261824771,4.862367536831243,0.15771258723184323,0.08270741793745096,0.6734905660377359,-1.0363623751387347,1.8822114317425085,-0.17235849056603775,8.05593784683687,421.6079356270809,0.03488623751387365,0.024603218645949276,1.0198325573797271,-1.080643633096463,1.9264926897002368,0.17398350077595348,14.175749407824895,31.665931552724032,0.18835007759536104,0.05134852568814807,,,,,,,,
641302,2022,"Alexander, Tyler",1.3049236641221373,0.7130916030534351,1.1155916030534352,1.7074236641221374,8.82175572519084,138.1423076923079,0.014179389312976909,0.09047709923664193,0.0015625000000000083,-0.34867187499999996,0.053828125000000004,0.4040625,0.8679687500000028,25.1953125,0.05960937500000041,0.07585937500000028,0.5601754385964912,1.158421052631579,1.560921052631579,0.9626754385964913,2.7228070175438575,804.2190265486727,0.021973684210526034,0.07934210526315777,1.126655172413793,1.2401724137931034,1.6426724137931035,1.529155172413793,8.877586206896552,186.1362068965518,0.09477586206896538,0.10653448275862054,0.6188181818181818,-0.23418181818181816,0.1683181818181818,1.0213181818181818,4.182727272727277,24.46818181818162,0.07559090909090926,0.1761363636363633
663465,2022,"Allard, Kolby",2.212356016223524,1.571157278053177,1.1591572780531771,1.8003560162235241,14.84238846327176,138.33082469580904,0.05918161333934169,0.12119918882379466,,,,,,,,,1.8754285714285714,1.8964873949579832,1.4844873949579833,1.4634285714285715,5.78739495798321,288.99075630252105,0.02616806722689069,0.0860756302521013,,,,,,,,,1.4252295192958702,0.6108693297224103,0.1988693297224103,1.01322951929587,9.981367637102252,230.35714285714266,0.1416601218686524,0.08989370345294478
640470,2022,"Alzolay, Adbert",1.5094211065573768,-0.6074641393442624,1.7138703893442622,0.4030148565573769,13.630942622950812,474.3944384862875,0.05213627049180314,0.07210040983606536,0.36305288461538465,0.8776682692307692,0.2287379807692307,-0.7433533653846154,4.3259615384615415,41.34749362786761,0.019254807692307585,0.05024038461538449,0.9303729838709677,-1.0754334677419357,2.1818397177419357,-0.17603326612903225,4.298790322580643,1179.2360566777209,0.22107862903225817,0.19465725806451584,1.1104375,-1.1625625,2.26896875,0.004031250000000042,14.04249999999999,572.1372663551401,0.00868749999999996,0.06899999999999995,,,,,,,,
474463,2022,"Anderson, Brett",2.404232594936709,1.8167325949367088,1.3058465189873418,1.8933465189873417,14.113765822784814,341.27927215189857,0.14667721518987342,0.1975791139240508,0.5952341009608053,0.8670413298764679,0.3561552539271008,0.08434802501143823,6.141024858929384,22.24538660972985,0.001605917340246954,0.34090742717706224,1.8630520393811532,2.2426075949367092,1.7317215189873418,1.3521659634317862,6.634043600562578,851.5417721518986,0.20432278481012656,0.06155133614627317,2.0083452998547418,2.3165092342809714,1.805623158331604,1.4974592239053746,13.625200249014313,525.3909524797675,0.13205229300684773,0.1561651794978216,2.0231019769591807,1.2022031005546865,0.6913170246053193,1.5122159010098137,11.186659081211772,280.13952496088723,0.0525643578438344,0.2665538330251742
502624,2022,"Anderson, Chase",2.7067127774186597,0.7192919629390219,1.052327084680026,0.9350937297996119,15.264727429433307,85.14815772462816,0.23500193923723356,0.01298254686490008,,,,,,,,,2.3505639589169,-0.11989355742296914,1.891512605042017,0.5789449112978523,5.331746031746036,155.36937441643295,0.16613818860877694,0.0619066293183943,2.499476190476191,0.19280952380952399,1.5788095238095239,0.7278571428571429,14.930952380952377,42.4809523809522,0.19471428571428584,0.019857142857143018,1.8548796801163214,1.6350323518720467,0.1365866957470011,0.08326063249727378,10.05456197746274,353.9087912087912,0.006272628135223446,0.06277426390403562
666120,2022,"Anderson, Ian",2.065555625235169,0.14055562523516868,0.5174275680421423,1.4075724319578578,13.967132823278575,52.343004121800504,0.16050482879719064,0.009445942556126852,,,,,,,,,1.559493888464477,-0.31686974789915967,0.9748529411764706,0.9015106951871659,7.307295645530942,350.43943784410294,0.007005347593582734,0.0052549656226128505,2.08438025210084,-0.35936974789915965,1.0173529411764706,1.4263970588235293,13.70388655462186,75.38340336134434,0.15492647058823517,0.0060504201680666725,,,,,,,,
542881,2022,"Anderson, Tyler",2.6436917562724016,1.6909229390681004,0.887589605734767,1.840358422939068,18.393906810035844,38.60120120120109,0.018234767025089527,0.11412186379928446,,,,,,,,,2.287746031746032,1.9828888888888891,1.1795555555555557,1.4844126984126984,8.997619047619054,346.32186379928316,0.1186825396825395,0.1271428571428581,2.19983918128655,2.2060233918128658,1.402690058479532,1.3965058479532164,17.572076023391816,6.497076023391855,0.615643274853801,0.486023391812866,1.8291265253693,0.7761207450224792,0.027212588310854213,1.0257931920359666,13.076525369299944,81.09601798330141,0.37554592164418743,0.3523057161207461
542882,2022,"Andriese, Matt",2.496081585081585,0.4346456876456877,1.120051282051282,0.9413846153846155,11.886177156177155,382.0754451733833,0.09208391608391597,0.20301864801864866,,,,,,,,,1.2035687645687645,0.727825174825175,0.8268717948717949,-0.35112820512820514,5.948741258741251,565.981534090909,0.20141724941724926,0.22245454545454546,1.8144112554112555,-0.22958874458874456,1.7842857142857143,0.25971428571428573,10.68038961038961,558.3766233766232,0.21645021645021645,0.32512121212121237,1.314209164818921,1.2744530672579453,0.2802439024390244,-0.2404878048780488,5.770842572062094,204.55432372505538,0.12983000739098305,0.21492609016999253
